OBJECTID,* Damage,* Street Number,* Street Name,"* Street Type (e.g. road, drive, lane, etc.)",* City,State,Zip Code,* CAL FIRE Unit,County,Community,Incident Start Date,Hazard Type,Structure Defense Actions Taken,* Structure Type,Structure Category,# Units in Structure (if multi unit),* Roof Construction,* Eaves,* Vent Screen,* Exterior Siding,* Window Pane,* Deck/Porch On Grade,* Deck/Porch Elevated,* Patio Cover/Carport Attached to Structure,* Fence Attached to Structure,Distance - Propane Tank to Structure,Distance - Residence to Utility/Misc Structure &gt; 120 SQFT,Assessed Improved Value (parcel),Year Built (parcel),Site Address (parcel),Latitude,Longitude
56727,No Damage,,,,Unincorporated,CA,,BTU,Butte,,11/8/2018 12:00:00 AM,Fire,,Single Family Residence Single Story,Single Residence,, , , , , , , , ,,,,124255.0,1977.0,658 STILSON CANYON RD CHICO CA 95928,39.7347878111971,-121.758912680177
80333,No Damage,0.0,41 Milestone Tract ,Road,Echo Lake,CA,95721.0,AEU,El Dorado,,8/14/2021 12:00:00 AM,Fire,,Single Family Residence Multi Story,Single Residence,0.0,Metal,Unenclosed,"Mesh Screen > 1/8""""",Wood,Single Pane,Wood,Wood,No Patio Cover/Carport,Combustible,,,75136.0,,ECHO LAKE CA 95721,38.7863343847827,-120.156516885615
5706,No Damage,49229.0,Balch Park,Road,,CA,0.0,TUU,Tulare,Springville ,8/19/2020 12:00:00 AM,Fire,,Utility Misc Structure,Other Minor Structure,0.0,Asphalt,No Eaves,Unknown,Wood,Single Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,Non Combustible,,,24212.0,2008.0,49229 BALCH PARK RD SPRINGVILLE CA 93265,36.23802287455,-118.745446069708
112425,Destroyed (>50%),2685.0,Santa Rosa,Avenue,Altadena,CA,91001.0,LAC,Los Angeles,,1/7/2025 8:02:01 AM,Fire,Unknown,Single Family Residence Single Story,Single Residence,0.0,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Stucco Brick Cement,Single Pane,Masonry/Concrete,No Deck/Porch,Combustible,Combustible,,<30',251538.0,1952.0,"2685 SANTA ROSA AVE, ALTADENA, CA 91001",34.1913279,-118.1358467
27364,No Damage,11002.0,Bee Canyon,Road,,CA,,ORC,Orange,Irvine,10/26/2020 12:00:00 AM,Fire,,Commercial Building Single Story,Nonresidential Commercial,,Asphalt,No Eaves,No Vents,Wood,Single Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,,,2000523.0,,11002 BEE CYN IRVINE CA ,33.7190901176265,-117.710107622876
43874,Destroyed (>50%),7072.0,Skyway,Road,Paradise Central Southwest A,CA,,BTU,Butte,Paradise ,11/8/2018 12:00:00 AM,Fire,Unknown,Commercial Building Single Story,Nonresidential Commercial,4.0,Wood,Unenclosed,"Mesh Screen > 1/8""""",Ignition Resistant,Single Pane,Masonry/Concrete,Masonry/Concrete,Combustible,Non Combustible,,,1639260.0,1984.0,7050  SKYWAY    PARADISE CA 95969,39.7640009084941,-121.617436824622
54052,No Damage,,,,,CA,,BTU,Butte,,11/8/2018 12:00:00 AM,Fire,,Commercial Building Single Story,Nonresidential Commercial,, , , , , , , , ,,,,173309.0,1952.0,6256 SKYWAY PARADISE CA 95969,39.7564232972057,-121.625701804038
43779,Destroyed (>50%),1280.0,Wagstaff,Road,Paradise Northwest A,CA,,BTU,Butte,Paradise,11/8/2018 12:00:00 AM,Fire,Unknown,Mobile Home Double Wide,Single Residence,,Metal,Unknown,No Vents,Combustible,Single Pane,No Deck/Porch,Wood,Non Combustible,No Fence,,,1655858.0,1982.0,1280  WAGSTAFF RD   PARADISE CA 95969,39.775436809781,-121.596761170398
39963,Destroyed (>50%),6683.0,View acres,Lane,Paradise Northwest B,CA,,BTU,Butte,Paradise ,11/8/2018 12:00:00 AM,Fire,,Single Family Residence Single Story,Single Residence,,Asphalt,Enclosed,"Mesh Screen <= 1/8""""",Combustible,Multi Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,,,314539.0,1956.0,6683  VIEW ACRES DR   PARADISE CA 95969,39.779397973172,-121.620370572321
19890,Destroyed (>50%),6720.0,State Highway 128,Other,,CA,,LNU,Napa,,8/16/2020 12:00:00 AM,Fire,,Utility Misc Structure,Other Minor Structure,,Metal,No Eaves,Unscreened,Other,No Windows,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,,,165331.0,2000.0,6720 STATE HIGHWAY 128 NAPA CA 94558,38.4681424887105,-122.146207361394
37521,Destroyed (>50%),6197.0,Skyway,,Paradise Central Southwest A,CA,,BTU,Butte,Paradise,11/8/2018 12:00:00 AM,Fire,,Commercial Building Single Story,Nonresidential Commercial,,Asphalt,No Eaves,No Vents,Ignition Resistant,Single Pane,Wood,No Deck/Porch,Non Combustible,Combustible,,,29461.0,1951.0,6197  SKYWAY     PARADISE CA 95969,39.7558355592257,-121.626665764609
21197,Destroyed (>50%),500.0,Comstock,Lane,,CA,,CZU,Santa Cruz,,8/16/2020 12:00:00 AM,Fire,,Commercial Building Single Story,Nonresidential Commercial,,Asphalt,Unenclosed,No Vents,Wood,Single Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,0-10,,997328.0,,500 COMSTOCK LN SANTA CRUZ CA 95060,37.0820126568447,-122.146520894988
48517,Destroyed (>50%),2234.0,Careful,Avenue,Los Angeles County,CA,,LAC,Los Angeles,Agoura Hills,11/8/2018 12:00:00 AM,Fire,,Single Family Residence Single Story,Single Residence,,Tile,Unknown,Unknown,Ignition Resistant,Unknown,No Deck/Porch,Masonry/Concrete,Non Combustible,No Fence,,,429900.0,1989.0,2224 CAREFUL AVE AGOURA HILLS CA 91301,34.1129109775817,-118.77494458858
119677,Destroyed (>50%),17811.0,Tramonto,Drive,Pacific Palisades,CA,90272.0,LAC,Los Angeles,,1/7/2025 8:02:01 AM,Fire,,Single Family Residence Multi Story,Single Residence,,Tile,Unknown,Unknown,Stucco Brick Cement,Unknown,Unknown,Unknown,No Patio Cover/Carport,Unknown,,,294663.0,1957.0,"17811 TRAMONTO DR, PACIFIC PALISADES, CA 90272",34.0430139,-118.5629736
75051,No Damage,0.0,,,Unincorporated,CA,,LNU,Sonoma,,10/23/2019 12:00:00 AM,Fire,,Utility Misc Structure,Other Minor Structure,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,1932443.0,2008.0,1690 HIGHWAY 128 GEYSERVILLE CA 95441,38.7152459895968,-122.863375005003
45242,Destroyed (>50%),5770.0,Kenglo,Drive,Paradise Central Southeast A,CA,,BTU,Butte,Paradise,11/8/2018 12:00:00 AM,Fire,Unknown,Single Family Residence Single Story,Single Residence,,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Combustible,Multi Pane,Masonry/Concrete,No Deck/Porch,Combustible,No Fence,,,75183.0,1966.0,5770  KENGLO DR   PARADISE CA 95969,39.7561338607739,-121.597000829238
92129,No Damage,8278.0,Michigan Bluff,Road,,CA,0.0,NEU,Placer,Michigan Bluff,9/6/2022 12:00:00 AM,Fire,Unknown,Motor Home,Single Residence,0.0,Other,No Eaves,"Mesh Screen <= 1/8""""",Vinyl,Single Pane,No Deck/Porch,No Deck/Porch,Combustible,Combustible,11-20,,0.0,0.0,   ,39.04097537,-120.7371036
21992,Destroyed (>50%),0.0,Swanton ,Road,,CA,,CZU,Santa Cruz,,8/16/2020 12:00:00 AM,Fire,,Single Family Residence Single Story,Single Residence,,Unknown,Unknown,"Mesh Screen > 1/8""""",Unknown,Single Pane,No Deck/Porch,Wood,No Patio Cover/Carport,Combustible,,,202614.0,1925.0,,37.0835430995703,-122.258393399176
86259,Destroyed (>50%),34796.0,28N01,Road,,CA,95983.0,LMU,Plumas,,7/13/2021 12:00:00 AM,Fire,,Single Family Residence Single Story,Single Residence,0.0,Asphalt,Unknown,Unknown,Wood,Single Pane,Wood,No Deck/Porch,No Patio Cover/Carport,No Fence,,,2845.0,,37496 28N01 95983,40.208230871021,-120.497706402647
40636,Destroyed (>50%),1080.0,Pearson,Road,Paradise Central Southeast B,CA,,BTU,Butte,Paradise ,11/8/2018 12:00:00 AM,Fire,Unknown,Mobile Home Single Wide,Single Residence,,Metal,No Eaves,"Mesh Screen > 1/8""""",Combustible,Multi Pane,Wood,No Deck/Porch,Non Combustible,No Fence,,,369691.0,1969.0,1080  PEARSON RD   PARADISE CA 95969,39.7497649956722,-121.595079152284
42539,Destroyed (>50%),5075.0,Clark,Road,Paradise Central Southwest B,CA,,BTU,Butte,Paradise ,11/8/2018 12:00:00 AM,Fire,,Mobile Home Double Wide,Single Residence,,Metal,Unenclosed,"Mesh Screen > 1/8""""",Combustible,Unknown,Wood,No Deck/Porch,Combustible,No Fence,,,26010.0,1971.0,5075  CLARK RD   PARADISE CA 95969,39.7355596308245,-121.613687023064
33855,Destroyed (>50%),6677.0,Shay,Lane,Paradise Northeast B,CA,,BTU,Butte,Paradise,11/8/2018 12:00:00 AM,Fire,Unknown,Utility Misc Structure,Other Minor Structure,,Asphalt,Enclosed,"Mesh Screen <= 1/8""""",Ignition Resistant,Multi Pane,Masonry/Concrete,Wood,Combustible,Combustible,,<30',220000.0,1963.0,6677  SHAY LN   PARADISE CA 95969,39.7785632164007,-121.571075261492
6116,Destroyed (>50%),0.0,La Salle ,Lane,,CA,0.0,FKU,Fresno,,9/4/2020 12:00:00 AM,Fire,,Mixed Commercial/Residential,Mixed Commercial/Residential,0.0,Wood,Unknown,"Mesh Screen > 1/8""""",Wood,Single Pane,Wood,No Deck/Porch,No Patio Cover/Carport,No Fence,,,0.0,0.0, LAKESHORE CA 93634,37.2491476332404,-119.19676991643
96669,Destroyed (>50%),79.0,Whispering Pines,Circle,Chico,CA,95973.0,BTU,Butte,,7/24/2024 12:00:00 AM,Fire,Unknown,Mobile Home Triple Wide,Single Residence,0.0,Asphalt,Unknown,"Mesh Screen > 1/8""""",Stucco Brick Cement,Single Pane,Wood,No Deck/Porch,No Patio Cover/Carport,No Fence,>30,>50',114129.0,1978.0,"79 WHISPERING PINES CIR, CHICO, CA 95973",39.9200513,-121.7316586
116451,Destroyed (>50%),3172.0,Alaca ,Drive,Altadena,CA,91001.0,LAC,Los Angeles,,1/7/2025 8:02:01 AM,Fire,Unknown,Single Family Residence Single Story,Single Residence,0.0,Asphalt,Unenclosed,No Vents,Stucco Brick Cement,Single Pane,Masonry/Concrete,Masonry/Concrete,No Patio Cover/Carport,Combustible,,,146540.0,1950.0,"3172 ALACA DR, ALTADENA, CA 91001",34.1985419,-118.1377116
99169,No Damage,120.0,Encino,Avenue,Camarillo,CA,93010.0,VNC,Ventura,,11/6/2024 12:00:00 AM,Fire,Unknown,Single Family Residence Single Story,Single Residence,0.0,Tile,No Eaves,No Vents,Stucco Brick Cement,Multi Pane,No Deck/Porch,No Deck/Porch,Combustible,Non Combustible,,,752500.0,1998.0,"120 ENCINO AVE, CAMARILLO, CA 93010",34.2344374,-119.0770068
81490,No Damage,2990.0,Highway 89,,South Lake Tahoe,CA,96150.0,AEU,El Dorado,,8/14/2021 12:00:00 AM,Fire,,Utility Misc Structure,Other Minor Structure,0.0,Asphalt,No Eaves,No Vents,Wood,Multi Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,,,115200.0,,2990 STATE HIGHWAY 89 SOUTH LAKE TAHOE CA 96150,38.8220154095211,-120.018752340604
114730,No Damage,2563.0,Morslay,Road,Altadena,CA,91001.0,LAC,Los Angeles,,1/7/2025 8:02:01 AM,Fire,Unknown,Single Family Residence Multi Story,Single Residence,0.0,Asphalt,No Eaves,No Vents,Wood,Single Pane,No Deck/Porch,Wood,No Patio Cover/Carport,No Fence,,,96591.0,1921.0,"2563 MORSLAY RD, ALTADENA, CA 91001",34.1900697,-118.1142061
120376,Destroyed (>50%),319.0,Via De La Paz,,Pacific Palisades,CA,90272.0,LAC,Los Angeles,,1/7/2025 8:02:01 AM,Fire,,Single Family Residence Multi Story,Single Residence,,Asphalt,Unknown,"Mesh Screen > 1/8""""",Wood,Multi Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,Non Combustible,,,556200.0,1941.0,"319 VIA DE LA PAZ, PACIFIC PALISADES, CA 90272",34.0365898,-118.5301112
122516,Destroyed (>50%),17922.0,Castellammare,Drive,Pacific Palisades,CA,90272.0,LAC,Los Angeles,,1/7/2025 8:02:01 AM,Fire,,Single Family Residence Single Story,Single Residence,,Tile,Unknown,Unknown,Stucco Brick Cement,Unknown,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,Non Combustible,,,290153.0,1953.0,"17922 CASTELLAMMARE DR, PACIFIC PALISADES, CA 90272",34.0426423,-118.5656945
27795,No Damage,267.0,Rodeo,,,CA,,ORC,Orange,Irvine ,10/26/2020 12:00:00 AM,Fire,,Single Family Residence Single Story,Single Residence,,Tile,Enclosed,Unknown,Stucco Brick Cement,Multi Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,Non Combustible,,,315168.0,2014.0,117 RODEO IRVINE CA 92602,33.738018034266,-117.750852509218
88124,Destroyed (>50%),13962.0,Chi Bi,Drive,Redding,CA,96003.0,SHU,Shasta,,9/22/2021 12:00:00 AM,Fire,,Utility Misc Structure,Other Minor Structure,0.0,Asphalt,Unknown,Unknown,Wood,Single Pane,Wood,Unknown,Unknown,No Fence,,,18281.0,,13962 CHI BI DR REDDING CA 96003,40.6938805015375,-122.31591258431
69538,Destroyed (>50%),20683.0,Santa Barbara ,,Middletown,CA,0.0,LNU,Lake,,9/12/2015 12:00:00 AM,Fire,,Mobile Home Single Wide,Single Residence,,Fire Resistant,Unknown,Unknown,Fire Resistant,Single Pane, , , ,,,,46198.0,,20683 SANTA BARBARA AVE MIDDLETOWN CA 95461,38.7600196997424,-122.634441170341
53196,No Damage,,,,,CA,,BTU,Butte,,11/8/2018 12:00:00 AM,Fire,,Single Family Residence Single Story,Single Residence,, , , , , , , , ,,,,17914.0,1977.0,1438 WAGSTAFF RD PARADISE CA 95969,39.777471467968,-121.592314395656
80644,No Damage,5435.0,Blue Mountain ,Drive,Grizzly Flats ,CA,95636.0,AEU,El Dorado,Grizzly Flats ,8/14/2021 12:00:00 AM,Fire,Dozer Fuel Break,Single Family Residence Single Story,Single Residence,0.0,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Wood,Multi Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,0-10,,204000.0,,5435 BLUE MOUNTAIN DR GRIZZLY FLATS CA 95636,38.6293345229893,-120.549720803348
57137,No Damage,4310.0,Atlas Peak,Road,Unincorporated,CA,0.0,LNU,Napa,,10/8/2017 12:00:00 AM,Fire,,Utility Misc Structure,Other Minor Structure,,Fire Resistant,Unenclosed,Unknown,Combustible,Single Pane, , , ,,,,644651.0,1968.0,4310 ATLAS PEAK RD,38.4376154535108,-122.243456210835
20415,No Damage,20600.0,Corral De Tierra ,Road,,CA,,BEU,Monterey,,8/16/2020 12:00:00 AM,Fire,,Utility Misc Structure,Other Minor Structure,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,, SALINAS CA 93908,36.5324239966372,-121.610068231807
121286,Destroyed (>50%),21900.0,Pacific Coast,Highway,Malibu,CA,90265.0,LAC,Los Angeles,,1/7/2025 8:02:01 AM,Fire,Unknown,Single Family Residence Single Story,Single Residence,,Asphalt,Unknown,Unknown,Stucco Brick Cement,Multi Pane,Masonry/Concrete,No Deck/Porch,Unknown,No Fence,,<30',2080800.0,1952.0,"21900 PACIFIC COAST HWY, MALIBU, CA 90265",34.0380027,-118.6511087
69643,Destroyed (>50%),11255.0,Hadler,Drive,Unincorporated,CA,0.0,LAC,Los Angeles,Sylmar,12/5/2017 12:00:00 AM,Fire,,Single Family Residence Single Story,Single Residence,,Fire Resistant,Unknown,Screened,Fire Resistant,Multi Pane, , , ,,,,,0.0,,34.3145222182683,-118.373630870006
92364,No Damage,6400.0,Hidden treasure ,Road,Foresthill,CA,95631.0,NEU,Placer,Foresthill,9/6/2022 12:00:00 AM,Fire,Combination of Actions,Single Family Residence Multi Story,Single Residence,0.0,Metal,Enclosed,"Mesh Screen > 1/8""""",Wood,Multi Pane,No Deck/Porch,Wood,Combustible,No Fence,>30,,540130.0,2007.0,6400 HIDDEN TREASURE RD FORESTHILL 95631 CA,39.1114717,-120.7149965
117485,Destroyed (>50%),371.0,W Loma Alta,Drive,Altadena,CA,91001.0,LAC,Los Angeles,,1/7/2025 8:02:01 AM,Fire,Unknown,Single Family Residence Single Story,Single Residence,0.0,Asphalt,Unknown,"Mesh Screen > 1/8""""",Stucco Brick Cement,Unknown,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,,,53228.0,1947.0,"371 W LOMA ALTA DR, ALTADENA, CA 91001",34.2028244,-118.1511892
76723,No Damage,12404.0,Cedar,Lane,Montague ,CA,96064.0,SKU,Siskiyou,,6/24/2021 12:00:00 AM,Fire,,Single Family Residence Multi Story,Single Residence,,Asphalt,Unenclosed,Unknown,Wood,Unknown,Masonry/Concrete,Wood,Combustible,Non Combustible,,,31101.0,,12404 CEDAR LN MONTAGUE CA 96064,41.5715573172551,-122.327179759457
24703,No Damage,255.0,Tasset,Road,,CA,,CZU,Santa Cruz,Bonny Doon,8/16/2020 12:00:00 AM,Fire,,Utility Misc Structure,Other Minor Structure,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,181106.0,1980.0,255 TASSETT CT BONNY DOON CA 95060,37.0442522321496,-122.104744895413
24839,Destroyed (>50%),21600.0,Big Basin,Way,,CA,,CZU,Santa Cruz,BBRSP,8/16/2020 12:00:00 AM,Fire,,Commercial Building Single Story,Nonresidential Commercial,,Wood,Unknown,"Mesh Screen > 1/8""""",Wood,Single Pane,Wood,Masonry/Concrete,Combustible,Combustible,,,,,,37.1728735414377,-122.222076449905
83417,No Damage,10108.0,Bull Creek,Road,Pollock Pines,CA,95726.0,AEU,El Dorado,,8/14/2021 12:00:00 AM,Fire,,Single Family Residence Multi Story,Single Residence,0.0,Asphalt,Enclosed,"Mesh Screen > 1/8""""",Wood,Multi Pane,Wood,Wood,No Patio Cover/Carport,No Fence,,,58679.0,,10110 BULL CREEK RD POLLOCK PINES CA 95726,38.769642703711,-120.435836462792
106284,Destroyed (>50%),2658.0,Highview ,Avenue,Altadena,CA,91001.0,LAC,Los Angeles,,1/7/2025 8:02:01 AM,Fire,Unknown,Single Family Residence Single Story,Single Residence,0.0,Asphalt,Unknown,"Mesh Screen > 1/8""""",Stucco Brick Cement,Multi Pane,Unknown,No Deck/Porch,No Patio Cover/Carport,No Fence,,,316247.0,1926.0,"2658 HIGHVIEW AVE, ALTADENA, CA 91001",34.1903193,-118.1464212
25479,No Damage,50625.0,Mines,Road,na,CA,,SCU,Santa Clara,Livermore,8/18/2020 12:00:00 AM,Fire,,Single Family Residence Single Story,Single Residence,,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Wood,Multi Pane,Masonry/Concrete,No Deck/Porch,Combustible,No Fence,21-30,,0.0,,50625 MINES RD SAN JOSE CA 95140,37.4212790330856,-121.503380049752
47587,Destroyed (>50%),6257.0,Himmel,Street,Paradise Northeast B,CA,,BTU,Butte,Paradise ,11/8/2018 12:00:00 AM,Fire,,Single Family Residence Single Story,Single Residence,,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Combustible,Multi Pane,Masonry/Concrete,No Deck/Porch,Combustible,Combustible,,,195000.0,1984.0,6257  HIMMEL ST   PARADISE CA 95969,39.7731201215782,-121.592960374176
14605,No Damage,2435.0,Madrona,Avenue,,CA,,LNU,Napa,St. Helena ,9/27/2020 12:00:00 AM,Fire,Combination of Actions,Single Family Residence Multi Story,Single Residence,,Asphalt,No Eaves,"Mesh Screen <= 1/8""""",Wood,Single Pane,Wood,No Deck/Porch,Combustible,No Fence,,,50942.0,1870.0,2435 MADRONA AVE SAINT HELENA CA 94574,38.494521610491,-122.482500730446
43540,Destroyed (>50%),1155.0,Ida Lin,Way,Paradise Central Southeast A,CA,,BTU,Butte,Paradise,11/8/2018 12:00:00 AM,Fire,Unknown,Utility Misc Structure,Other Minor Structure,,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Combustible,Unknown,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,,,82791.0,1962.0,1155  IDA LIN WAY   PARADISE CA 95969,39.7570818351582,-121.603718809123
56943,No Damage,,,,,CA,,BTU,Butte,,11/8/2018 12:00:00 AM,Fire,,Utility Misc Structure,Other Minor Structure,, , , , , , , , ,,,,1214295.0,2010.0,4903 SKYWAY # A-D PARADISE CA 95969,39.7468912476484,-121.643648938773
85451,Destroyed (>50%),395.0,Hillside,Drive,Greenville,CA,95947.0,LMU,Plumas,Greenville ,7/13/2021 12:00:00 AM,Fire,Engine Company Actions,Single Family Residence Single Story,Single Residence,0.0,Metal,No Eaves,No Vents,Wood,Single Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,,<30',15231.0,,395 HIGHWAY 89 GREENVILLE CA 95947,40.1451402493134,-120.955171648284
129918,No Damage,15901.0,Junaluska,Way,Pacific Palisades,CA,90272.0,LAC,Los Angeles,,1/7/2025 8:02:01 AM,Fire,Unknown,Utility Misc Structure,Other Minor Structure,0.0,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Wood,Single Pane,Masonry/Concrete,No Deck/Porch,Combustible,Combustible,,,434199.0,1960.0,"15901 JUNALUSKA WAY, PACIFIC PALISADES, CA 90272",34.0470968,-118.5337633
120973,Destroyed (>50%),19850.0,Pacific Coast,Highway,Malibu,CA,90265.0,LAC,Los Angeles,,1/7/2025 8:02:01 AM,Fire,,Multi Family Residence Multi Story,Multiple Residence,2.0,Unknown,Unknown,Unknown,Stucco Brick Cement,Unknown,Unknown,Wood,Unknown,Unknown,,,80564.0,1959.0,"19850 PACIFIC COAST HWY, MALIBU, CA 90265",34.0375205,-118.6076043
67475,Destroyed (>50%),8618.0,Deerbrush,Avenue,LAKE ISABELLA,CA,0.0,KRN,Kern,Southl  Lake,6/24/2016 12:00:00 AM,Fire,,Mobile Home Double Wide,Single Residence,,Fire Resistant,,,Combustible,Unknown, , , ,,,,25529.0,,8618 DEERBRUSH AV LAKE ISABELLA,35.6312140251655,-118.367627748762
28094,No Damage,17262.0,Harding Canyon ,Road,,CA,,ORC,Orange,Silverado ,12/2/2020 12:00:00 AM,Fire,,Utility Misc Structure,Other Minor Structure,,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Wood,No Windows,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,>30,<30',204980.0,1933.0,17262 HARDING CANYON RD SILVERADO CA,33.7111158856838,-117.626133170304
55080,No Damage,,,,Unincorporated,CA,,BTU,Butte,,11/8/2018 12:00:00 AM,Fire,,Single Family Residence Single Story,Single Residence,, , , , , , , , ,,,,33102.0,1900.0,4053 HIDDEN VALLEY RD BUTTE VALLEY CA 95965,39.6697740815514,-121.619823202767
99671,No Damage,24255.0,Pacific Coast Highway,,,CA,0.0,LAC,Los Angeles,,12/9/2024 12:00:00 AM,Fire,Unknown,Commercial Building Single Story,Nonresidential Commercial,0.0,Asphalt,Unenclosed,No Vents,Wood,Multi Pane,No Deck/Porch,Wood,No Patio Cover/Carport,No Fence,,,0.0,0.0,,34.0454473,-118.7140328
43876,Destroyed (>50%),1204.0,Alta Cedar,Lane,Paradise Central Southeast A,CA,,BTU,Butte,Paradise,11/8/2018 12:00:00 AM,Fire,Unknown,Utility Misc Structure,Other Minor Structure,,Asphalt,Unenclosed,"Mesh Screen <= 1/8""""",Combustible,Multi Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,,<30',129540.0,1978.0,1204  ALTA CEDAR LN   PARADISE CA 95969,39.7572441218659,-121.601603006236
99335,No Damage,3469.0,Cross Creek,Road,Malibu,CA,90265.0,LAC,Los Angeles,,12/9/2024 12:00:00 AM,Fire,,Single Family Residence Multi Story,Single Residence,0.0,Tile,Unenclosed,No Vents,Stucco Brick Cement,Multi Pane,Masonry/Concrete,No Deck/Porch,Combustible,Combustible,,,5849069.0,1983.0,"3469 CROSS CREEK RD, MALIBU, CA 90265",34.0438004,-118.6869137
77101,No Damage,880.0,Hot Springs,Road,Markleeville,CA,96120.0,AEU,Alpine,,7/4/2021 12:00:00 AM,Fire,,Single Family Residence Multi Story,Single Residence,,Asphalt,Enclosed,"Mesh Screen <= 1/8""""",Wood,Multi Pane,Composite,No Deck/Porch,Combustible,No Fence,,30-50',184904.0,,880 HOT SPRINGS RD MARKLEEVILLE CA 96120,38.6906020165037,-119.797722383274
7343,No Damage,41917.0,Auberry ,Road,,CA,0.0,FKU,Fresno,Auberry ,9/4/2020 12:00:00 AM,Fire,,Utility Misc Structure,Other Minor Structure,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,159800.0,1988.0,41917 AUBERRY RD AUBERRY CA 93602,37.0835151514215,-119.425277559779
620,Destroyed (>50%),3000.0,Ivory Mill,Road,Elk Creek ,CA,,TGU,Glenn,,8/19/2020 12:00:00 AM,Fire,,Utility Misc Structure,Other Minor Structure,,Metal,Unenclosed,No Vents,Wood,No Windows,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,,,4221.0,,3000 IVORY MILL RD ELK CREEK CA 95939,39.5908952581209,-122.580032665982
13499,Destroyed (>50%),4340.0,Silverado ,Trail,,CA,,LNU,Napa,Calistoga ,9/27/2020 12:00:00 AM,Fire,,Utility Misc Structure,Other Minor Structure,,Metal,Unknown,Unknown,Wood,Unknown,Wood,No Deck/Porch,Combustible,No Fence,,,183754.0,1950.0,4340 SILVERADO TRL CALISTOGA CA 94515,38.577819578386,-122.526566483577
84262,No Damage,302.0,Osprey ,Loop,Chester,CA,96020.0,LMU,Plumas,Lake Almanor West,7/13/2021 12:00:00 AM,Fire,,Utility Misc Structure,Other Minor Structure,0.0,Asphalt,Enclosed,"Mesh Screen > 1/8""""",Stucco Brick Cement,Multi Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,,,171501.0,,302 OSPREY LOOP CHESTER CA 96020,40.2347617698531,-121.205412221624
108287,No Damage,184.0,Montana,Street,Pasadena,CA,91103.0,LAC,Los Angeles,,1/7/2025 8:02:01 AM,Fire,,Single Family Residence Single Story,Single Residence,,Tile,Enclosed,"Mesh Screen <= 1/8""""",Stucco Brick Cement,Single Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,Non Combustible,,,139805.0,1931.0,"184 W MONTANA ST, PASADENA, CA 91103",34.1806582,-118.1547556
15854,No Damage,6161.0,Pleasants Valley,Road,,CA,,LNU,Solano,Vacaville ,8/16/2020 12:00:00 AM,Fire,,Utility Misc Structure,Other Minor Structure,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,213809.0,1963.0,6161 PLEASANTS VALLEY RD VACAVILLE CA 95688,38.3531462170592,-122.025478883351
26633,No Damage,225.0,Elkhorn ,,,CA,,ORC,Orange,,10/26/2020 12:00:00 AM,Fire,Unknown,Multi Family Residence Multi Story,Multiple Residence,6.0,Tile,Unenclosed,"Mesh Screen <= 1/8""""",Stucco Brick Cement,Multi Pane,Masonry/Concrete,Masonry/Concrete,No Patio Cover/Carport,Non Combustible,,,,,,33.6987612487684,-117.701442736852
