OBJECTID,* Damage,* Street Number,* Street Name,"* Street Type (e.g. road, drive, lane, etc.)",* City,State,Zip Code,* CAL FIRE Unit,County,Community,Incident Start Date,Hazard Type,Structure Defense Actions Taken,* Structure Type,Structure Category,# Units in Structure (if multi unit),* Roof Construction,* Eaves,* Vent Screen,* Exterior Siding,* Window Pane,* Deck/Porch On Grade,* Deck/Porch Elevated,* Patio Cover/Carport Attached to Structure,* Fence Attached to Structure,Distance - Propane Tank to Structure,Distance - Residence to Utility/Misc Structure &gt; 120 SQFT,Assessed Improved Value (parcel),Year Built (parcel),Site Address (parcel),Latitude,Longitude
1249,Destroyed (>50%),28615.0,North Highway 101,Other,Willits,CA,,MEU,Mendocino,Ryan Creek,9/7/2020 12:00:00 AM,Fire,Unknown,Utility Misc Structure,Other Minor Structure,,Unknown,No Eaves,No Vents,Wood,Single Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,,,,,,39.4837616666516,-123.360441583423
114904,No Damage,1534.0,Morada,Place,Altadena,CA,91001.0,LAC,Los Angeles,,1/7/2025 8:02:01 AM,Fire,Unknown,Utility Misc Structure,Other Minor Structure,0.0,Tile,No Eaves,No Vents,Stucco Brick Cement,Single Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,Combustible,,30-50',478038.0,,"1534 MORADA PL, ALTADENA, CA 91001",34.1790462,-118.1188477
33819,Destroyed (>50%),1852.0,Merrill,Road,Paradise Northeast B,CA,,BTU,Butte,Paradise,11/8/2018 12:00:00 AM,Fire,Unknown,Single Family Residence Single Story,Single Residence,,Asphalt,Enclosed,"Mesh Screen <= 1/8""""",Ignition Resistant,Multi Pane,Masonry/Concrete,Wood,Combustible,Combustible,,<30',82100.0,1977.0,1852  MERRILL RD   PARADISE CA 95969,39.7812289216077,-121.573906846489
49965,Destroyed (>50%),29685.0,Cuthbert,Road,Malibu,CA,,LAC,Los Angeles,Malibu,11/8/2018 12:00:00 AM,Fire,Unknown,Utility Misc Structure,Other Minor Structure,1.0,Metal,No Eaves,No Vents,Ignition Resistant,Unknown,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,,>50',1003681.0,1978.0,29685 CUTHBERT RD MALIBU CA 90265,34.0340495064932,-118.820568324943
55152,No Damage,,,,Unincorporated,CA,,BTU,Butte,,11/8/2018 12:00:00 AM,Fire,,Single Family Residence Single Story,Single Residence,, , , , , , , , ,,,,259143.0,2000.0,3445 SUNVIEW DR PARADISE CA 95969,39.6769373587042,-121.571119137905
30010,Destroyed (>50%),1757.0,Whitiker,Road,Paradise Northeast B,CA,,BTU,Butte,Paradise,11/8/2018 12:00:00 AM,Fire,Unknown,Single Family Residence Single Story,Single Residence,,Asphalt,Enclosed,"Mesh Screen <= 1/8""""",Combustible,Multi Pane,Masonry/Concrete,No Deck/Porch,Combustible,No Fence,,<30',65436.0,1957.0,1757  WHITAKER RD   PARADISE CA 95969,39.7758946994867,-121.578293923689
7318,Destroyed (>50%),34337.0,Shaver Springs ,Road,,CA,0.0,FKU,Fresno,,9/4/2020 12:00:00 AM,Fire,,Utility Misc Structure,Other Minor Structure,0.0,Metal,No Eaves,No Vents,Wood,No Windows,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,,,1833.0,0.0,   ,37.0493875280322,-119.367415101425
78745,No Damage,0.0,Stuart Gap,Road,Platina,CA,,TGU,Tehama,,7/29/2021 12:00:00 AM,Fire,Other,Utility Misc Structure,Other Minor Structure,,Unknown,Unknown,Unknown,Unknown,Unknown,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,,,,,,40.2354906969161,-122.925658212109
98658,No Damage,39.0,Mt Baldy,Road,Mt Baldy,CA,91759.0,BDU,San Bernardino,,9/8/2024 12:00:00 AM,Fire,,Single Family Residence Single Story,Single Residence,0.0,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Wood,Multi Pane,Masonry/Concrete,No Deck/Porch,Combustible,Combustible,,,245000.0,1958.0,"39 MT BALDY RD, MT BALDY, CA 91759",34.2365539,-117.6590872
53781,No Damage,,,,Unincorporated,CA,,BTU,Butte,,11/8/2018 12:00:00 AM,Fire,,Single Family Residence Multi Story,Single Residence,, , , , , , , , ,,,,15000.0,0.0,4125 YELLOW WOOD RD OROVILLE CA 95965,39.7704191506451,-121.498951166755
35285,Destroyed (>50%),5428.0,S. Libby,Lane,Paradise Central Southeast B,CA,,BTU,Butte,Paradise ,11/8/2018 12:00:00 AM,Fire,,Utility Misc Structure,Other Minor Structure,,Asphalt,Unknown,No Vents,Combustible,Multi Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,,,130463.0,1943.0,5428 S LIBBY RD   PARADISE CA 95969,39.7446939299903,-121.593123758862
85441,No Damage,1684.0,Pinebrook,Way,Greenville,CA,95947.0,LMU,Plumas,Greenville,7/13/2021 12:00:00 AM,Fire,,Single Family Residence Multi Story,Single Residence,0.0,Asphalt,Unenclosed,"Mesh Screen <= 1/8""""",Wood,Multi Pane,Composite,No Deck/Porch,Combustible,No Fence,,,,,1684 PINEBROOK WAY GREENVILLE CA 95947,40.160108960547,-120.965661525589
4611,Destroyed (>50%),0.0,Eckards,Lane,,CA,0.0,BTU,Butte,Berry Creek,9/9/2020 12:00:00 AM,Fire,,Motor Home,Single Residence,0.0,Other,No Eaves,No Vents,Other,Single Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,0-10,,0.0,1900.0,"101 ECKARD'S LN, BERRY CREEK CA 95916",39.6252426666566,-121.326139216549
1682,Destroyed (>50%),11629.0,Juniper Hills,Road,,CA,,LAC,Los Angeles,,9/6/2020 12:00:00 AM,Fire,,Utility Misc Structure,Other Minor Structure,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,,,87910.0,1953.0,11629 JUNIPER HILLS RD LITTLEROCK CA 93543,34.4306226800314,-117.92099929991
37748,Destroyed (>50%),4980.0,Malibu,Drive,Paradise Southeast B,CA,,BTU,Butte,Paradise,11/8/2018 12:00:00 AM,Fire,,Utility Misc Structure,Other Minor Structure,,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Ignition Resistant,Multi Pane,No Deck/Porch,No Deck/Porch,Combustible,No Fence,,,301213.0,1991.0,4980  MALIBU DR   PARADISE CA 95969,39.73094908588,-121.573542991968
64129,Destroyed (>50%),3794.0,Skyfarm,Drive,Santa Rosa,CA,0.0,LNU,Sonoma,Fountaingrove,10/8/2017 12:00:00 AM,Fire,,Single Family Residence Multi Story,Single Residence,,Fire Resistant,Enclosed,Screened,Fire Resistant,Multi Pane, , , ,,,,627214.0,,3794 SKYFARM DR SANTA ROSA CA 95403,38.4929545304943,-122.717253999741
24077,No Damage,19515.0,Big Basin,Way,,CA,,CZU,Santa Cruz,,8/16/2020 12:00:00 AM,Fire,,Single Family Residence Multi Story,Single Residence,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,306000.0,,19515 BIG BASIN WAY BOULDER CREEK CA 95006,37.1706698969284,-122.179632734377
91759,No Damage,4928.0,Humbug Creek,Road,Yreka,CA,96097.0,SKU,Siskiyou,,7/29/2022 12:00:00 AM,Fire,,Mobile Home Double Wide,Single Residence,,Asphalt,Enclosed,"Mesh Screen <= 1/8""""",Wood,Single Pane,Wood,Wood,Combustible,No Fence,,,108709.0,1986.0,4928 HUMBUG CREEK RD YREKA 96097 CA,41.78887351,-122.69879433
49626,Destroyed (>50%),1348.0,King James ,Court,Unincorporated,CA,,VNC,Ventura,Oak Park,11/8/2018 12:00:00 AM,Fire,Unknown,Single Family Residence Multi Story,Single Residence,,Tile,Unknown,Unknown,Ignition Resistant,Multi Pane,Unknown,Unknown,Unknown,Non Combustible,,,631607.0,1988.0,1348 KING JAMES CT OAK PARK CA,34.194511369903,-118.776214744408
33388,Destroyed (>50%),816.0,Billie,Road,Paradise Southwest B,CA,,BTU,Butte,Paradise ,11/8/2018 12:00:00 AM,Fire,Unknown,Single Family Residence Single Story,Single Residence,,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Combustible,Multi Pane,Masonry/Concrete,Wood,Combustible,No Fence,,,126696.0,1962.0,816  BILLE RD   PARADISE CA 95969,39.7701585845675,-121.619190360311
70376,Destroyed (>50%),15530.0,Sugar Pine,Drive,Cobb,CA,0.0,LNU,Lake,,9/12/2015 12:00:00 AM,Fire,,Single Family Residence Single Story,Single Residence,,Unknown,Unknown,Unknown,Unknown,Unknown, , , ,,,,117698.0,,15530 SUGAR PINE DR COBB CA 95426,38.8363150351461,-122.722585605157
82311,No Damage,0.0,Us Highway 50,,,CA,,AEU,El Dorado,,8/14/2021 12:00:00 AM,Fire,,Commercial Building Single Story,Nonresidential Commercial,0.0,Metal,No Eaves,"Mesh Screen > 1/8""""",Metal,Single Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,>30,,,,,38.8135685303117,-120.030334206374
61222,Destroyed (>50%),2025.0,Stagecoach,Road,Santa Rosa,CA,0.0,LNU,Sonoma,Fountaingrove,10/8/2017 12:00:00 AM,Fire,,Single Family Residence Multi Story,Single Residence,,Fire Resistant,Unknown,Screened,Fire Resistant,Multi Pane, , , ,,,,292020.0,,2025 STAGECOACH RD SANTA ROSA CA 95404,38.4868687476721,-122.710026555614
13411,Destroyed (>50%),6987.0,Saint Helena ,Road,,CA,,LNU,Sonoma,,9/27/2020 12:00:00 AM,Fire,,Utility Misc Structure,Other Minor Structure,,Metal,Unenclosed,No Vents,Wood,No Windows,Masonry/Concrete,Wood,No Patio Cover/Carport,Non Combustible,,,195545.0,1980.0,6987 SAINT HELENA RD SANTA ROSA CA 95404,38.5286998648877,-122.61103001133
76508,No Damage,413.0,Buena Tierra ,Court,Windsor,CA,,LNU,Sonoma,Windsor,10/23/2019 12:00:00 AM,Fire,,Single Family Residence Multi Story,Single Residence,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,263821.0,1989.0,413 BUENA TIERRA CT WINDSOR CA 95492,38.5590455580236,-122.791981816413
78208,No Damage,19517.0,Colfax ,Other,Grass Valley,CA,95945.0,NEU,Nevada,,8/4/2021 12:00:00 AM,Fire,,Single Family Residence Single Story,Single Residence,,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Wood,Multi Pane,No Deck/Porch,Wood,Combustible,No Fence,,,156922.0,,19517 COLFAX HWY GRASS VALLEY CA 95945,39.1382946583434,-120.966597854881
40071,Destroyed (>50%),730.0,Meyers,Lane,Paradise Northwest B,CA,,BTU,Butte,Paradise ,11/8/2018 12:00:00 AM,Fire,Unknown,Single Family Residence Single Story,Single Residence,,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Ignition Resistant,Single Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,,<30',46779.0,1961.0,730  MEYERS LN   PARADISE CA 95969,39.7735165483818,-121.623471409358
880,No Damage,3415.0,Carveacre,Road,,CA,0.0,MVU,San Diego,,9/5/2020 12:00:00 AM,Fire,,Single Family Residence Single Story,Single Residence,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,264000.0,0.0,3415 CARVEACRE RD ALPINE CA 91901,32.7464988726099,-116.695118727447
126084,Destroyed (>50%),711.0,Chapala ,Drive,Pacific Palisades,CA,90272.0,LAC,Los Angeles,,1/7/2025 8:02:01 AM,Fire,,Single Family Residence Multi Story,Single Residence,,Asphalt,Unknown,"Mesh Screen > 1/8""""",Wood,Multi Pane,Masonry/Concrete,No Deck/Porch,Combustible,Combustible,,,2147930.0,1948.0,"711 CHAPALA DR, PACIFIC PALISADES, CA 90272",34.0403641,-118.5218782
23910,No Damage,145.0,Wildrose,Terrace,,CA,,CZU,Santa Cruz,,8/16/2020 12:00:00 AM,Fire,,Single Family Residence Single Story,Single Residence,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,107765.0,1987.0,145 WILDROSE TER BOULDER CREEK CA 95006,37.1594109965953,-122.136859583277
54785,No Damage,,,,Unincorporated,CA,,BTU,Butte,,11/8/2018 12:00:00 AM,Fire,,Infrastructure,Infrastructure,, , , , , , , , ,,,,,0.0,14166 SKYWAY MAGALIA CA 95954,39.8194741980743,-121.591970883484
71618,Destroyed (>50%),0.0,Lorretta,Lane,Unincorporated,CA,0.0,BTU,Butte,,7/7/2017 12:00:00 AM,Fire,,Mobile Home Single Wide,Single Residence,,Fire Resistant,Not Applicable,No Vents,Fire Resistant,Single Pane, , , ,,,,5176.0,,101 LORRETTA LN OROVILLE CA 95966,39.4592359198009,-121.383082199802
101900,No Damage,1786.0,Calaveras,Street,Altadena,CA,91001.0,LAC,Los Angeles,Altadena,1/7/2025 8:02:01 AM,Fire,Unknown,Single Family Residence Single Story,Single Residence,0.0,Asphalt,Unenclosed,No Vents,Stucco Brick Cement,Single Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,Combustible,,<30',154955.0,1949.0,"1786 E CALAVERAS ST, ALTADENA, CA 91001",34.184083,-118.1136419
111541,No Damage,1250.0,Meadowbrook,Road,Altadena,CA,91001.0,LAC,Los Angeles,,1/7/2025 8:02:01 AM,Fire,Unknown,Utility Misc Structure,Other Minor Structure,0.0,Asphalt,Unenclosed,No Vents,Stucco Brick Cement,No Windows,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,Non Combustible,,<30',264375.0,1948.0,"1250 MEADOWBROOK RD, ALTADENA, CA 91001",34.1824604,-118.1247548
17873,Destroyed (>50%),8270.0,Brinck,Lane,,CA,,LNU,Solano,Winter ,8/16/2020 12:00:00 AM,Fire,,Mobile Home Double Wide,Single Residence,,Unknown,Unknown,"Mesh Screen > 1/8""""",Vinyl,Single Pane,Masonry/Concrete,No Deck/Porch,Combustible,No Fence,11-20,,357000.0,1983.0,8270 BRINCK TRL WINTERS CA 95694,38.4665213153981,-122.03521484596
64509,Destroyed (>50%),108.0,Milliken Creek,Drive,Unincorporated,CA,0.0,LNU,Napa,Napa,10/8/2017 12:00:00 AM,Fire,,Single Family Residence Single Story,Single Residence,,Fire Resistant,Unknown,Unknown,Fire Resistant,Multi Pane, , , ,,,,346389.0,1959.0,108 MILLIKEN CREEK DR,38.3579870520394,-122.260696810719
47233,Destroyed (>50%),6376.0,Diamond,Avenue,Paradise Northwest B,CA,,BTU,Butte,Paradise,11/8/2018 12:00:00 AM,Fire,Unknown,Single Family Residence Single Story,Single Residence,,Asphalt,Unknown,"Mesh Screen <= 1/8""""",Ignition Resistant,Multi Pane,No Deck/Porch,Wood,Combustible,No Fence,,<30',116791.0,1948.0,6376  DIAMOND AVE   PARADISE CA 95969,39.7760877330469,-121.604762349649
12936,No Damage,520.0,Meadowood ,Lane,,CA,,LNU,Napa,St. Helena ,9/27/2020 12:00:00 AM,Fire,,Single Family Residence Single Story,Single Residence,,Metal,Unenclosed,"Mesh Screen > 1/8""""",Wood,Multi Pane,Unknown,No Deck/Porch,No Patio Cover/Carport,No Fence,,,600000.0,1966.0,520 MEADOWOOD LN SAINT HELENA CA 94574,38.5169551829837,-122.456894450901
53356,No Damage,,,,,CA,,BTU,Butte,,11/8/2018 12:00:00 AM,Fire,,Single Family Residence Multi Story,Single Residence,, , , , , , , , ,,,,73901.0,1950.0,6353 FOREST LN PARADISE CA 95969,39.775794814024,-121.587101044464
113500,Destroyed (>50%),2366.0,Lake,Avenue,Altadena,CA,91001.0,LAC,Los Angeles,,1/7/2025 8:02:01 AM,Fire,Unknown,Commercial Building Single Story,Nonresidential Commercial,,Wood,Unenclosed,Unknown,Stucco Brick Cement,Single Pane,Masonry/Concrete,No Deck/Porch,Combustible,Combustible,,,126066.0,1938.0,"2366 LAKE AVE, ALTADENA, CA 91001",34.1865009,-118.1311811
108635,No Damage,333.0,Laun ,Street,Altadena,CA,91001.0,LAC,Los Angeles,,1/7/2025 8:02:01 AM,Fire,Unknown,Utility Misc Structure,Other Minor Structure,1.0,Asphalt,Unenclosed,No Vents,Stucco Brick Cement,Single Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,,,135424.0,1947.0,"333 LAUN ST, ALTADENA, CA 91001",34.1821536,-118.1578886
47991,Destroyed (>50%),13731.0,Andover,Drive,Magalia,CA,,BTU,Butte,Magalia,11/8/2018 12:00:00 AM,Fire,,Single Family Residence Single Story,Single Residence,,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Combustible,Multi Pane,Masonry/Concrete,Wood,Combustible,No Fence,0-10,,200000.0,2005.0,13731  ANDOVER DR   MAGALIA CA 95954,39.8068192072946,-121.594580474113
25802,No Damage,17605.0,Kincaid,Road,San Jose ,CA,,SCU,Santa Clara,,8/18/2020 12:00:00 AM,Fire,,Utility Misc Structure,Other Minor Structure,,Asphalt,Unenclosed,No Vents,Wood,Single Pane,Wood,No Deck/Porch,Combustible,No Fence,,,20538.0,,17605 KINCAID RD SAN JOSE CA 95140,37.4009433312975,-121.648494975134
85555,No Damage,234.0,Forest Lodge,Road,Greenville,CA,95947.0,LMU,Plumas,Greenville ,7/13/2021 12:00:00 AM,Fire,Engine Company Actions,Utility Misc Structure,Other Minor Structure,0.0,Metal,Unenclosed,"Mesh Screen <= 1/8""""",Wood,Single Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,>30,>50',149029.0,,234 FOREST LODGE RD GREENVILLE CA 95947,40.1387203165904,-120.966426216474
71428,Destroyed (>50%),3711.0,Hennessy,Place,Santa Rosa,CA,0.0,LNU,Sonoma,Coffey Park,10/8/2017 12:00:00 AM,Fire,,Single Family Residence Single Story,Single Residence,,Fire Resistant,Unenclosed,Unknown,Combustible,Single Pane, , , ,,,,302000.0,,3711 HENNESSY PL SANTA ROSA CA 95403,38.480142723636,-122.752013288276
81387,No Damage,2860.0,Saint Nick,Way,South Lake Tahoe,CA,96150.0,AEU,El Dorado,,8/14/2021 12:00:00 AM,Fire,,Single Family Residence Multi Story,Single Residence,0.0,Asphalt,Unenclosed,"Mesh Screen <= 1/8""""",Wood,Multi Pane,Masonry/Concrete,No Deck/Porch,Combustible,Combustible,,,341097.0,,2860 SAINT NICK WAY SOUTH LAKE TAHOE CA 96150,38.8253510148,-120.01751008016
25899,No Damage,0.0,Unknown,,,CA,,SCU,Santa Clara,,8/18/2020 12:00:00 AM,Fire,,Utility Misc Structure,Other Minor Structure,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,18253.0,, ,37.1134333993547,-121.316168663395
6086,No Damage,62422.0,Deer,Lane,,CA,0.0,FKU,Fresno,,9/4/2020 12:00:00 AM,Fire,Hand Crew Fuel Break,Single Family Residence Single Story,Single Residence,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,0.0,0.0, LAKESHORE CA 93634,37.2582754633624,-119.175004356035
67467,Destroyed (>50%),0.0,Vista Amorosa,Road,Mountain Ranch,CA,95246.0,TCU,Calaveras, ,9/9/2015 12:00:00 AM,Fire,,Single Family Residence Single Story,Single Residence,,Fire Resistant,Unknown,Unknown,Combustible,Multi Pane, , , ,,,,139000.0,,7374 VISTA AMOROSA MOUNTAIN RANCH CA 95246,38.1808017525786,-120.564355926887
2406,No Damage,25.0,Bridgeview ,Circle,,CA,0.0,BTU,Butte,,9/9/2020 12:00:00 AM,Fire,,Mobile Home Single Wide,Single Residence,0.0,Metal,No Eaves,No Vents,Metal,Single Pane,Masonry/Concrete,No Deck/Porch,Combustible,Unknown,,,0.0,0.0,"25 BRIDGEVIEW CIR, FEATHER FALLS CA 95966",39.5466685184379,-121.344553450978
10237,No Damage,513.0,Sanitarium,Road,Napa,CA,,LNU,Napa,,9/27/2020 12:00:00 AM,Fire,,Single Family Residence Single Story,Single Residence,,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Wood,Multi Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,,,214410.0,1947.0,513 SANITARIUM RD SAINT HELENA CA 94574,38.535556806427,-122.474214566061
4922,Destroyed (>50%),73.0,Stump Ranch,Road,,CA,0.0,BTU,Butte,Berry Creek,9/9/2020 12:00:00 AM,Fire,,Utility Misc Structure,Other Minor Structure,0.0,Metal,Unenclosed,No Vents,Wood,Single Pane,No Deck/Porch,No Deck/Porch,Combustible,No Fence,,,102360.0,1986.0,"73 STUMP RANCH RD, BERRY CREEK CA 95916",39.6871039209178,-121.315546395906
9927,No Damage,900.0,BUCKHORN RD,,,CA,,SKU,Siskiyou,HAPPY CAMP,9/8/2020 12:00:00 AM,Fire,,Mobile Home Single Wide,Single Residence,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,1969.0,"900 BUCKHORN RD, HAPPY CAMP CA 96039",41.8038354997243,-123.385099799881
70004,Destroyed (>50%),1078.0,Toro Canyon,Road,Unincorporated,CA,0.0,SBC,Santa Barbara,,12/4/2017 12:00:00 AM,Fire,,Utility Misc Structure,Other Minor Structure,,Fire Resistant,Unknown,Unknown,Combustible,Single Pane, , , ,,,,0.0,0.0,"1078 TORO CANYON RD SANTA BARBARA, CA 93108",34.4584768449416,-119.558674749204
17493,Destroyed (>50%),2724.0,Mix Canyon,Road,,CA,,LNU,Solano,,8/16/2020 12:00:00 AM,Fire,,Utility Misc Structure,Other Minor Structure,,Metal,Enclosed,No Vents,Metal,Multi Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,,,68708.0,1970.0,2720 MIX CANYON RD VACAVILLE CA 95688,38.4100821791992,-122.094833781985
28031,Destroyed (>50%),435920.0,Riverview,Drive,Doyle ,CA,,LMU,Lassen,Doyle ,11/17/2020 12:00:00 AM,Fire,Unknown,Utility Misc Structure,Other Minor Structure,,Metal,Unknown,Unknown,Metal,Unknown,Unknown,Unknown,Unknown,Unknown,,,21250.0,,435920 RIVERVIEW RD DOYLE CA 96109,40.03724482384,-120.109506184589
128548,No Damage,911.0,Greentree,Road,Pacific Palisades,CA,90272.0,LAC,Los Angeles,,1/7/2025 8:02:01 AM,Fire,,Single Family Residence Single Story,Single Residence,,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Wood,Multi Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,Combustible,,,613838.0,1950.0,"911 GREENTREE RD, PACIFIC PALISADES, CA 90272",34.0453411,-118.5142393
66517,Destroyed (>50%),2823.0,Bristol,Road,Unincorporated,CA,0.0,LNU,Sonoma,,10/8/2017 12:00:00 AM,Fire,,Single Family Residence Single Story,Single Residence,,Fire Resistant,Unenclosed,Screened,Fire Resistant,Multi Pane, , , ,,,,267146.0,1966.0,2823 BRISTOL RD,38.3965550453629,-122.576263239829
6608,Destroyed (>50%),0.0,Minaret,Road,,CA,0.0,MMU,Madera,North Fork ,9/4/2020 12:00:00 AM,Fire,Unknown,Mixed Commercial/Residential,Mixed Commercial/Residential,0.0,Metal,Unknown,"Mesh Screen <= 1/8""""",Wood,Single Pane,Wood,No Deck/Porch,Combustible,No Fence,21-30,,0.0,0.0,   ,37.4083377826012,-119.350255718227
119246,No Damage,3160.0,E Sierra Madre,Boulevard,Pasadena,CA,91107.0,LAC,Los Angeles,,1/7/2025 8:02:01 AM,Fire,Unknown,Single Family Residence Single Story,Single Residence,,Tile,Unenclosed,"Mesh Screen > 1/8""""",Stucco Brick Cement,Multi Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,Non Combustible,,,229611.0,1951.0,"3160 E SIERRA MADRE BLVD, PASADENA, CA 91107",34.1610987,-118.0854667
90533,No Damage,6178.0,Carter ,Road,Mariposa,CA,95338.0,MMU,Mariposa,,7/22/2022 12:00:00 AM,Fire,,Utility Misc Structure,Other Minor Structure,,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Wood,Multi Pane,Wood,No Deck/Porch,No Patio Cover/Carport,No Fence,,<30',254898.0,1995.0,6178 CARTER RD MARIPOSA 95338 CA,37.52069099,-119.88909211
49098,Destroyed (>50%),2.0,Rattlesnake,Road,Los Angeles County,CA,,LAC,Los Angeles,Malibu ,11/8/2018 12:00:00 AM,Fire,Unknown,Single Family Residence Single Story,Single Residence,1.0,Asphalt,Unknown,Unknown,Ignition Resistant,Unknown,Masonry/Concrete,Masonry/Concrete,Unknown,No Fence,21-30,,63276.0,1944.0,1754 ENCINAL CANYON RD MALIBU CA 90265,34.0812279947202,-118.870710543167
47395,Destroyed (>50%),1417.0,Andrea ,Lane,Paradise Northwest A,CA,,BTU,Butte,Paradise,11/8/2018 12:00:00 AM,Fire,Unknown,Mobile Home Double Wide,Single Residence,,Metal,Enclosed,"Mesh Screen > 1/8""""",Ignition Resistant,Single Pane,No Deck/Porch,Wood,Combustible,No Fence,,>50',24331.0,1972.0,1417  ANDREA LN   PARADISE CA 95969,39.7811638078421,-121.592944111076
76420,No Damage,14560.0,State Highway 128,Other,Unincorporated,CA,,LNU,Sonoma,,10/23/2019 12:00:00 AM,Fire,,Single Family Residence Multi Story,Single Residence,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,745870.0,1868.0,14560 STATE HIGHWAY 128 CALISTOGA CA 94515,38.6417334584837,-122.702755120089
7842,No Damage,0.0,Haskell  Meadow,Other,,CA,0.0,MMU,Madera,Haskell Meadow,9/4/2020 12:00:00 AM,Fire,,Single Family Residence Single Story,Single Residence,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,27835.0,1967.0, NORTH FORK CA 93643,37.3247610464992,-119.434047111212
77604,No Damage,428.0,-795 Constantia ,Road,Doyle,CA,96109.0,LMU,Lassen,,7/4/2021 12:00:00 AM,Fire,,Single Family Residence Multi Story,Single Residence,0.0,Asphalt,Enclosed,No Vents,Wood,Single Pane,Wood,No Deck/Porch,No Patio Cover/Carport,No Fence,,,330590.0,,428-795 CONSTANTIA RD DOYLE CA 96109,39.9730380865128,-120.082147688981
20428,No Damage,1650.0,River ,Road,,CA,,BEU,Monterey,,8/16/2020 12:00:00 AM,Fire,,Single Family Residence Multi Story,Single Residence,,Tile,Unenclosed,"Mesh Screen > 1/8""""",Stucco Brick Cement,Multi Pane,No Deck/Porch,Wood,No Patio Cover/Carport,Unknown,Unknown,,283398.0,,1650 RIVER RD SALINAS CA 93908,36.4753100883456,-121.49829237197
49747,Destroyed (>50%),5217.0,Horizon ,Drive,Malibu,CA,,LAC,Los Angeles,Malibu ,11/8/2018 12:00:00 AM,Fire,Unknown,Single Family Residence Multi Story,Single Residence,,Tile,Unknown,Unknown,Ignition Resistant,Unknown,Masonry/Concrete,Unknown,Combustible,No Fence,,,704486.0,1990.0,5217 HORIZON DR MALIBU CA 90265,34.037970132103,-118.828948988503
87921,No Damage,14480.0,Bear Mountain ,Road,Redding,CA,96003.0,SHU,Shasta,,9/22/2021 12:00:00 AM,Fire,,Mobile Home Single Wide,Single Residence,0.0,Asphalt,Unenclosed,"Mesh Screen <= 1/8""""",Wood,Single Pane,Wood,Wood,Combustible,Combustible,,,32000.0,,14480 BEAR MOUNTAIN RD REDDING CA 96003,40.7037623229381,-122.26071400627
20540,No Damage,38601.0,Carmel Valley,Road,,CA,,BEU,Monterey,,8/16/2020 12:00:00 AM,Fire,Combination of Actions,Utility Misc Structure,Other Minor Structure,,Asphalt,Unenclosed,No Vents,Wood,Multi Pane,Unknown,Unknown,Unknown,Unknown,Unknown,,,,   ,36.3861259801773,-121.552180652964
