Unnamed: 0.1,Unnamed: 0,_Damage,_Street_Number,_Street_Name,_Street_Type_eg_road_drive_lane_etc,_City,_CAL_FIRE_Unit,Incident_Start_Date,_Structure_Type,Structure_Category,_Roof_Construction,_Eaves,_Vent_Screen,_Exterior_Siding,_Window_Pane,_DeckPorch_On_Grade,_DeckPorch_Elevated,_Patio_CoverCarport_Attached_to_Structure,_Fence_Attached_to_Structure,Assessed_Improved_Value_parcel,Year_Built_parcel,Latitude,Longitude
2394,2394,Destroyed (>50%),1263.0,Baird,Road,Unincorporated,LNU,10/8/2017 12:00:00 AM,Utility Misc Structure,Other Minor Structure,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Stucco Brick Cement,Multi Pane, , , ,No Fence,189142.0,1966.0,38.4848459214867,-122.668342823799
5794,5794,No Damage,14881.0,Wildcat Canyon,Road,Unknown,ORC,12/2/2020 12:00:00 AM,Single Family Residence Multi Story,Single Residence,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Other,Multi Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,Combustible,35774.0,1932.0,33.7456926487181,-117.61970280043
8087,8087,Destroyed (>50%),21600.0,Big Basin ,Way,Unknown,CZU,8/16/2020 12:00:00 AM,Utility Misc Structure,Other Minor Structure,Asphalt,Unenclosed,No Vents,Wood,Multi Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,159866.0,1966.0,37.1754454501907,-122.206578199889
5007,5007,Destroyed (>50%),1900.0,Fountainview,Circle,Santa Rosa,LNU,10/8/2017 12:00:00 AM,Single Family Residence Multi Story,Single Residence,Fire Resistant,Unenclosed,Screened,Fire Resistant,Multi Pane, , , ,No Fence,537114.0,1966.0,38.4787788019907,-122.716775564207
7718,7718,No Damage,23319.0,Foresthill ,Road,Foresthill,NEU,9/6/2022 12:00:00 AM,School,Nonresidential Commercial,Metal,Enclosed,No Vents,Stucco Brick Cement,Multi Pane,Masonry/Concrete,No Deck/Porch,Non Combustible,No Fence,0.0,1966.0,39.01747065,-120.83408692
5929,5929,No Damage,46090.0,Jojoba ,Road,Aguanga,RRU,10/30/2023 12:00:00 AM,Utility Misc Structure,Other Minor Structure,Metal,No Eaves,No Vents,Metal,No Windows,No Deck/Porch,No Deck/Porch,Non Combustible,No Fence,376774.0,2014.0,33.4491708,-116.8569144
6232,6232,No Damage,27.0,39 Mile Stone ,Unknown,Unknown,AEU,8/14/2021 12:00:00 AM,Single Family Residence Single Story,Single Residence,Metal,Unenclosed,No Vents,Wood,Single Pane,Wood,No Deck/Porch,No Patio Cover/Carport,No Fence,121772.0,1966.0,38.7897388640036,-120.193855640673
9948,9948,No Damage,539.0,W Carter,Avenue,Sierra Madre,LAC,1/7/2025 8:02:01 AM,Utility Misc Structure,Other Minor Structure,Tile,Enclosed,"Mesh Screen > 1/8""""",Stucco Brick Cement,Multi Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,Non Combustible,705715.0,1990.0,34.1712021,-118.0556855
7727,7727,No Damage,2065.0,E Altadena,Drive,Altadena,LAC,1/7/2025 8:02:01 AM,Utility Misc Structure,Other Minor Structure,Asphalt,No Eaves,No Vents,Stucco Brick Cement,Multi Pane,No Deck/Porch,No Deck/Porch,Combustible,No Fence,1219920.0,1916.0,34.189491,-118.1088264
8350,8350,Destroyed (>50%),325.0,Main ,Street,Greenville,LMU,7/13/2021 12:00:00 AM,Commercial Building Single Story,Nonresidential Commercial,Metal,No Eaves,No Vents,Metal,No Windows,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,10249.0,1966.0,40.1400607317415,-120.950298092035
7917,7917,Destroyed (>50%),16326.0,Akron,Street,Pacific Palisades,LAC,1/7/2025 8:02:01 AM,Single Family Residence Single Story,Single Residence,Metal,Unenclosed,"Mesh Screen > 1/8""""",Wood,Multi Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,Non Combustible,481188.0,1953.0,34.0497494,-118.5403286
560,560,Destroyed (>50%),809.0,Las Lomas ,Avenue,Pacific Palisades,LAC,1/7/2025 8:02:01 AM,Single Family Residence Multi Story,Single Residence,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Stucco Brick Cement,Single Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,Combustible,75146.0,1956.0,34.0490767,-118.5386365
9035,9035,No Damage,30381.0,Positas,Road,Unknown,LNU,8/16/2020 12:00:00 AM,Utility Misc Structure,Other Minor Structure,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Stucco Brick Cement,Multi Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,285424.0,1977.0,38.4993035218283,-122.033642053103
6821,6821,Destroyed (>50%),8940.0,Caliente Bodfish,Road,Havilah,KRN,7/24/2024 12:00:00 AM,Mobile Home Double Wide,Single Residence,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Wood,Single Pane,No Deck/Porch,No Deck/Porch,Combustible,No Fence,5000.0,1966.0,35.4868746,-118.5282007
8543,8543,No Damage,211.0,Wagon Wheel ,Way,Unknown,BTU,9/9/2020 12:00:00 AM,Utility Misc Structure,Other Minor Structure,Metal,Unenclosed,No Vents,Wood,Multi Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,74284.0,1900.0,39.6356747726505,-121.4642451043
7055,7055,No Damage,4984.0,Glenview,Street,Unknown,BDU,10/26/2020 12:00:00 AM,Single Family Residence Multi Story,Single Residence,Tile,Unenclosed,"Mesh Screen <= 1/8""""",Stucco Brick Cement,Multi Pane,No Deck/Porch,No Deck/Porch,Combustible,Non Combustible,597138.0,2004.0,33.9512056115557,-117.69603827627
6688,6688,Destroyed (>50%),3405.0,Adobe Canyon,Road,Unincorporated,LNU,10/8/2017 12:00:00 AM,Single Family Residence Single Story,Single Residence,Fire Resistant,Unenclosed,"Mesh Screen > 1/8""""",Combustible,Multi Pane, , , ,No Fence,590197.0,1975.0,38.4485530513309,-122.518089807181
1320,1320,Destroyed (>50%),51970.0,Balch Park,Road,Unknown,TUU,8/19/2020 12:00:00 AM,Single Family Residence Single Story,Single Residence,Metal,Unenclosed,"Mesh Screen > 1/8""""",Stucco Brick Cement,Multi Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,0.0,1966.0,36.246729989516,-118.715583734942
8443,8443,Destroyed (>50%),171.0,View ,Lane,Oroville,BTU,7/2/2024 12:00:00 AM,Single Family Residence Single Story,Single Residence,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Wood,Multi Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,8677.0,1900.0,39.5424977,-121.5186238
8545,8545,No Damage,240.0,W Montana,Street,Pasadena,LAC,1/7/2025 8:02:01 AM,Utility Misc Structure,Other Minor Structure,Asphalt,Unenclosed,No Vents,Stucco Brick Cement,Single Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,Combustible,261742.0,1947.0,34.1805115,-118.1558932
8644,8644,No Damage,120.0,Summit,Drive,Unknown,CZU,8/16/2020 12:00:00 AM,Single Family Residence Single Story,Single Residence,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Stucco Brick Cement,Multi Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,246500.0,1900.0,37.0970282511598,-122.139631787837
5296,5296,No Damage,2717.0,Sales,Lane,Unknown,LNU,8/16/2020 12:00:00 AM,Single Family Residence Single Story,Single Residence,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Stucco Brick Cement,Multi Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,299928.0,1910.0,38.3163411689262,-122.093557293933
8388,8388,Destroyed (>50%),2321.0,Honey Run,Road,Unincorporated,BTU,11/8/2018 12:00:00 AM,Mobile Home Double Wide,Single Residence,Metal,Enclosed,"Mesh Screen > 1/8""""",Combustible,Single Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,Non Combustible,504594.0,1973.0,39.7410963366297,-121.678505912807
492,492,No Damage,16601.0,Akron,Street,Pacific Palisades,LAC,1/7/2025 8:02:01 AM,Single Family Residence Single Story,Single Residence,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Wood,Multi Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,Combustible,172252.0,1957.0,34.0506222,-118.5437813
5992,5992,No Damage,60.0,"Verde """"A""""",Drive,Unknown,CZU,8/16/2020 12:00:00 AM,Church,Nonresidential Commercial,Asphalt,Unenclosed,No Vents,Wood,Single Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,Non Combustible,87832.0,1961.0,37.0895151272681,-122.146436662659
3114,3114,No Damage,169.0,Neptune,Unknown,Unknown,ORC,10/26/2020 12:00:00 AM,Multi Family Residence Multi Story,Multiple Residence,Tile,Enclosed,"Mesh Screen > 1/8""""",Stucco Brick Cement,Multi Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,211414.0,2015.0,33.6987107902112,-117.732443140963
1769,1769,Destroyed (>50%),379.0,Treehaven,Lane,Unincorporated,LNU,10/8/2017 12:00:00 AM,Single Family Residence Single Story,Single Residence,Combustible,Unenclosed,Screened,Fire Resistant,Single Pane, , , ,No Fence,786216.0,1974.0,38.4195976715897,-122.557782216557
849,849,Destroyed (>50%),0.0,Pythian,Road,Unknown,LNU,9/27/2020 12:00:00 AM,Utility Misc Structure,Other Minor Structure,Metal,Unenclosed,"Mesh Screen > 1/8""""",Wood,Multi Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,159866.0,1966.0,38.4781901193732,-122.529320012163
9634,9634,Destroyed (>50%),565.0,E Poppyfields,Drive,Altadena,LAC,1/7/2025 8:02:01 AM,Single Family Residence Single Story,Single Residence,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Stucco Brick Cement,Multi Pane,Masonry/Concrete,Masonry/Concrete,No Patio Cover/Carport,Non Combustible,126311.0,1946.0,34.1951529,-118.1345172
5676,5676,Destroyed (>50%),136.0,Crescent ,Street,Greenville,LMU,7/13/2021 12:00:00 AM,Commercial Building Single Story,Nonresidential Commercial,Asphalt,No Eaves,No Vents,Wood,Single Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,6635.0,1966.0,40.1395835441084,-120.949192060206
9673,9673,Destroyed (>50%),1934.0,Crandall,Way,Paradise Southeast B,BTU,11/8/2018 12:00:00 AM,Single Family Residence Single Story,Single Residence,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Ignition Resistant,Single Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,147876.0,1974.0,39.7446089249551,-121.571154079675
7481,7481,Destroyed (>50%),620.0,Memory,Lane,Unknown,CZU,8/16/2020 12:00:00 AM,Single Family Residence Multi Story,Single Residence,Asphalt,Unenclosed,No Vents,Wood,Single Pane,Masonry/Concrete,Wood,No Patio Cover/Carport,Combustible,175950.0,1941.0,37.1778348919015,-122.163601012642
1785,1785,Destroyed (>50%),1853.0,Michael ,Lane,Pacific Palisades,LAC,1/7/2025 8:02:01 AM,Single Family Residence Multi Story,Single Residence,Tile,Unenclosed,"Mesh Screen > 1/8""""",Stucco Brick Cement,Multi Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,Non Combustible,517768.0,1978.0,34.0778499,-118.558204
7861,7861,No Damage,550.0,Almar ,Avenue,Pacific Palisades,LAC,1/7/2025 8:02:01 AM,Single Family Residence Single Story,Single Residence,Tile,No Eaves,"Mesh Screen > 1/8""""",Stucco Brick Cement,Multi Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,Combustible,400810.0,1940.0,34.0432924,-118.5365581
7402,7402,No Damage,707.0,Woodland ,Drive,Sierra Madre,LAC,1/7/2025 8:02:01 AM,Utility Misc Structure,Other Minor Structure,Concrete,Unenclosed,"Mesh Screen <= 1/8""""",Wood,Single Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,Combustible,248655.0,1930.0,34.1732867,-118.0428561
3172,3172,Destroyed (>50%),635.0,El Cerco,Place,Pacific Palisades,LAC,1/7/2025 8:02:01 AM,Single Family Residence Multi Story,Single Residence,Asphalt,No Eaves,"Mesh Screen > 1/8""""",Stucco Brick Cement,Single Pane,Masonry/Concrete,Masonry/Concrete,No Patio Cover/Carport,Combustible,101068.0,1951.0,34.0394058,-118.5231635
8841,8841,No Damage,15.0,30 Milestone Tract ,Unknown,Pollock Pines,AEU,8/14/2021 12:00:00 AM,Single Family Residence Single Story,Single Residence,Metal,Unenclosed,"Mesh Screen > 1/8""""",Wood,Single Pane,No Deck/Porch,Wood,No Patio Cover/Carport,No Fence,117690.0,1966.0,38.7645378257918,-120.338831865277
9941,9941,No Damage,23255.0,Mariposa De Oro,Street,Malibu,LAC,12/9/2024 12:00:00 AM,Single Family Residence Multi Story,Single Residence,Tile,Enclosed,"Mesh Screen > 1/8""""",Stucco Brick Cement,Multi Pane,Masonry/Concrete,No Deck/Porch,Combustible,Non Combustible,999288.0,1963.0,34.0435437,-118.6837377
3920,3920,No Damage,19880.0,South Mountain ,Road,Santa Paula,VNC,11/6/2024 12:00:00 AM,Single Family Residence Single Story,Single Residence,Asphalt,Enclosed,"Mesh Screen > 1/8""""",Wood,Multi Pane,Masonry/Concrete,Wood,Combustible,Non Combustible,55690.0,1950.0,34.3527089,-119.006695
8135,8135,Destroyed (>50%),211.0,Greenville Wolf Creek,Road,Greenville,LMU,7/13/2021 12:00:00 AM,Mobile Home Single Wide,Single Residence,Metal,Unenclosed,No Vents,Stucco Brick Cement,Multi Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,1081.0,1966.0,40.1399240849053,-120.956573134213
8519,8519,Destroyed (>50%),55194.0,Huntington ,Road,Unknown,FKU,9/4/2020 12:00:00 AM,Single Family Residence Multi Story,Single Residence,Metal,Unenclosed,"Mesh Screen > 1/8""""",Wood,Multi Pane,Masonry/Concrete,Wood,Combustible,No Fence,0.0,1966.0,37.2062327857213,-119.246370330164
3240,3240,No Damage,745.0,Chautauqua ,Boulevard,Pacific Palisades,LAC,1/7/2025 8:02:01 AM,Single Family Residence Single Story,Single Residence,Tile,No Eaves,"Mesh Screen > 1/8""""",Stucco Brick Cement,Multi Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,Non Combustible,35793.0,1928.0,34.0427592,-118.517609
2848,2848,No Damage,Unknown,Unknown,Unknown,Unincorporated,BTU,11/8/2018 12:00:00 AM,Mobile Home Single Wide,Single Residence, , , , , , , , ,No Fence,26000.0,1980.0,39.6590638296468,-121.628528316248
9917,9917,Destroyed (>50%),10100.0,Grizzly Flat ,Road,Grizzly Flats,AEU,8/14/2021 12:00:00 AM,Mobile Home Double Wide,Single Residence,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Wood,Multi Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,Non Combustible,132130.0,1966.0,38.6324043868431,-120.536375838424
3396,3396,No Damage,14901.0,Ramos,Place,Pacific Palisades,LAC,1/7/2025 8:02:01 AM,Single Family Residence Multi Story,Single Residence,Tile,Unenclosed,"Mesh Screen <= 1/8""""",Stucco Brick Cement,Multi Pane,Wood,Wood,No Patio Cover/Carport,Non Combustible,3485340.0,1955.0,34.0331804,-118.5203861
1792,1792,Destroyed (>50%),620.0,Tabard,Road,Malibu,LAC,1/7/2025 8:02:01 AM,Single Family Residence Single Story,Single Residence,Metal,Unenclosed,"Mesh Screen > 1/8""""",Stucco Brick Cement,Multi Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,Combustible,271198.0,1977.0,34.0779484,-118.6422097
9895,9895,Destroyed (>50%),17700.0,Castellammare,Drive,Pacific Palisades,LAC,1/7/2025 8:02:01 AM,Single Family Residence Single Story,Single Residence,Concrete,Unenclosed,"Mesh Screen > 1/8""""",Stucco Brick Cement,Multi Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,974152.0,1957.0,34.0409942,-118.5618268
5463,5463,No Damage,57742.0,Fawn,Drive,Unknown,TUU,8/19/2020 12:00:00 AM,Single Family Residence Multi Story,Single Residence,Metal,Enclosed,"Mesh Screen > 1/8""""",Wood,Single Pane,Wood,Wood,No Patio Cover/Carport,No Fence,314613.0,1996.0,36.1111355620371,-118.529951284122
4614,4614,Destroyed (>50%),3707.0,La Paz Valley,Lane,Unincorporated,LNU,10/8/2017 12:00:00 AM,Utility Misc Structure,Other Minor Structure,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Stucco Brick Cement,Multi Pane, , , ,No Fence,1905383.0,2014.0,38.2626969341528,-122.395558752621
755,755,Destroyed (>50%),1710.0,Bambi,Lane,Paradise Southeast A,BTU,11/8/2018 12:00:00 AM,Utility Misc Structure,Other Minor Structure,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Combustible,Single Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,15606.0,1977.0,39.7571790834749,-121.580573800269
3945,3945,Destroyed (>50%),0.0,Redwood,Road,Unincorporated,LNU,10/8/2017 12:00:00 AM,Mobile Home Double Wide,Single Residence,Fire Resistant,Unenclosed,"Mesh Screen > 1/8""""",Combustible,Single Pane, , , ,No Fence,180068.0,1980.0,38.344026283711,-122.410273561217
4674,4674,Destroyed (>50%),3023.0,Wheeler Canyon,Road,Unincorporated,VNC,12/4/2017 12:00:00 AM,Mobile Home Single Wide,Single Residence,Fire Resistant,Unenclosed,"Mesh Screen > 1/8""""",Fire Resistant,Multi Pane, , , ,No Fence,404457.0,1966.0,34.3399930826759,-119.142311980477
4711,4711,Destroyed (>50%),3181.0,Gates Canyon,Road,Unknown,LNU,8/16/2020 12:00:00 AM,Single Family Residence Single Story,Single Residence,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Stucco Brick Cement,Multi Pane,Masonry/Concrete,No Deck/Porch,Combustible,No Fence,351965.0,1977.0,38.3862822303577,-122.061035100612
337,337,Destroyed (>50%),7035.0,Pentz ,Road,Paradise Northeast A,BTU,11/8/2018 12:00:00 AM,Mobile Home Double Wide,Single Residence,Asphalt,Enclosed,"Mesh Screen <= 1/8""""",Ignition Resistant,Multi Pane,Masonry/Concrete,Wood,Combustible,No Fence,765758.0,1900.0,39.7910855879654,-121.581799205623
9680,9680,Destroyed (>50%),3492.0,Walnut Grove,Street,Santa Rosa,LNU,10/8/2017 12:00:00 AM,Single Family Residence Multi Story,Single Residence,Fire Resistant,Unenclosed,Screened,Combustible,Multi Pane, , , ,No Fence,335000.0,1966.0,38.4741859581768,-122.747232513622
4499,4499,Destroyed (>50%),6382.0,Glendale ,Drive,Magalia,BTU,11/8/2018 12:00:00 AM,Single Family Residence Single Story,Single Residence,Asphalt,Enclosed,"Mesh Screen <= 1/8""""",Ignition Resistant,Single Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,Combustible,116188.0,1980.0,39.8049731370628,-121.600362348387
6161,6161,Destroyed (>50%),6100.0,Leoni,Road,Grizzly Flats,AEU,8/14/2021 12:00:00 AM,Single Family Residence Single Story,Single Residence,Metal,Unenclosed,No Vents,Wood,Multi Pane,Masonry/Concrete,No Deck/Porch,Combustible,No Fence,7519922.0,1966.0,38.6113162165034,-120.501679216364
5515,5515,Destroyed (>50%),5436.0,Clark,Road,Paradise Central Southeast A,BTU,11/8/2018 12:00:00 AM,Mobile Home Double Wide,Single Residence,Metal,Unenclosed,"Mesh Screen <= 1/8""""",Combustible,Multi Pane,Wood,No Deck/Porch,Combustible,Combustible,539802.0,1963.0,39.7456517102837,-121.606487667459
5863,5863,Destroyed (>50%),17.0,W Pine,Street,Altadena,LAC,1/7/2025 8:02:01 AM,Single Family Residence Single Story,Single Residence,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Stucco Brick Cement,Single Pane,Masonry/Concrete,Masonry/Concrete,Combustible,No Fence,200381.0,1921.0,34.1960308,-118.1472787
4114,4114,Destroyed (>50%),588.0,W Loma Alta ,Drive,Altadena,LAC,1/7/2025 8:02:01 AM,Utility Misc Structure,Other Minor Structure,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Stucco Brick Cement,Multi Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,173546.0,1939.0,34.201838,-118.155742
1505,1505,Destroyed (>50%),1913.0,Sansone,Drive,Santa Rosa,LNU,10/8/2017 12:00:00 AM,Single Family Residence Single Story,Single Residence,Fire Resistant,Unenclosed,"Mesh Screen > 1/8""""",Fire Resistant,Multi Pane, , , ,No Fence,260945.0,1966.0,38.4713531418346,-122.7493787146
3100,3100,No Damage,8700.0,Grizzly Flat,Road,Somerset,AEU,8/14/2021 12:00:00 AM,Utility Misc Structure,Other Minor Structure,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Wood,Multi Pane,No Deck/Porch,No Deck/Porch,Combustible,No Fence,189055.0,1966.0,38.6199966612313,-120.583662162342
8121,8121,No Damage,3201.0,Sage Canyon,Road,Unknown,LNU,8/16/2020 12:00:00 AM,Single Family Residence Single Story,Single Residence,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Stucco Brick Cement,Multi Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,388461.0,1940.0,38.5050919457078,-122.281427943098
1,1,No Damage,1534.0,Morada,Place,Altadena,LAC,1/7/2025 8:02:01 AM,Utility Misc Structure,Other Minor Structure,Tile,No Eaves,No Vents,Stucco Brick Cement,Single Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,Combustible,478038.0,1966.0,34.1790462,-118.1188477
2747,2747,No Damage,392.0,Chinese Wall,Road,Bangor,BTU,9/7/2019 12:00:00 AM,Single Family Residence Single Story,Single Residence,Asphalt,No Eaves,"Mesh Screen <= 1/8""""",Wood,Multi Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,10821.0,1900.0,39.4546412832012,-121.415076358907
4903,4903,No Damage,6055.0,Saint Helena ,Road,Unknown,LNU,9/27/2020 12:00:00 AM,Single Family Residence Multi Story,Single Residence,Asphalt,Unenclosed,No Vents,Wood,Multi Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,40497.0,2009.0,38.5179144444967,-122.637114317674
9417,9417,No Damage,17835.0,China Grade,Road,Unknown,CZU,8/16/2020 12:00:00 AM,Single Family Residence Single Story,Single Residence,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Stucco Brick Cement,Multi Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,169783.0,1942.0,37.1660501868112,-122.16386857585
4408,4408,No Damage,24.0,Hillcrest,Road,Unknown,LNU,9/27/2020 12:00:00 AM,Single Family Residence Single Story,Single Residence,Asphalt,Enclosed,"Mesh Screen > 1/8""""",Wood,Multi Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,Non Combustible,159866.0,1966.0,38.541330862208,-122.472165231318
760,760,Destroyed (>50%),1188.0,Pearson,Road,Paradise Central Southeast B,BTU,11/8/2018 12:00:00 AM,Utility Misc Structure,Other Minor Structure,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Combustible,Single Pane,Masonry/Concrete,No Deck/Porch,Non Combustible,Non Combustible,63480.0,1932.0,39.7482240888626,-121.589615516979
730,730,Destroyed (>50%),2514.0,Big Ridge ,Road,Unknown,BTU,9/9/2020 12:00:00 AM,Mobile Home Double Wide,Single Residence,Asphalt,Unenclosed,"Mesh Screen <= 1/8""""",Stucco Brick Cement,Single Pane,Wood,No Deck/Porch,No Patio Cover/Carport,No Fence,6745.0,1900.0,39.597075741374,-121.395606236608
7091,7091,Destroyed (>50%),9766.0,Cohasset,Road,Cohasset,BTU,7/24/2024 12:00:00 AM,Single Family Residence Single Story,Single Residence,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Vinyl,Single Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,Non Combustible,94167.0,1969.0,39.9210474,-121.7338994
9579,9579,No Damage,171.0,Pythian,Road,Unknown,LNU,9/27/2020 12:00:00 AM,Utility Misc Structure,Other Minor Structure,Metal,No Eaves,No Vents,Metal,Single Pane,No Deck/Porch,Wood,No Patio Cover/Carport,No Fence,5000000.0,2008.0,38.4436587549636,-122.576054575561
1481,1481,No Damage,914.0,Corsica,Drive,Pacific Palisades,LAC,1/7/2025 8:02:01 AM,Single Family Residence Multi Story,Single Residence,Tile,Unenclosed,No Vents,Stucco Brick Cement,Single Pane,Masonry/Concrete,Masonry/Concrete,Combustible,Combustible,614487.0,1937.0,34.0449684,-118.5094287
6004,6004,Destroyed (>50%),10371.0,Grizzly Flat ,Road,Grizzly Flats,AEU,8/14/2021 12:00:00 AM,Single Family Residence Single Story,Single Residence,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Wood,Single Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,Non Combustible,56552.0,1966.0,38.6359980093293,-120.525657735139
7032,7032,No Damage,Unknown,Unknown,Unknown,Unincorporated,BTU,11/8/2018 12:00:00 AM,Mobile Home Double Wide,Single Residence, , , , , , , , ,No Fence,5781.0,1995.0,39.7297139022994,-121.501965109755
1903,1903,No Damage,1468.0,Paseo de Oro ,Unknown,Pacific Palisades,LAC,1/7/2025 8:02:01 AM,Single Family Residence Multi Story,Single Residence,Tile,Enclosed,"Mesh Screen <= 1/8""""",Stucco Brick Cement,Multi Pane,Composite,No Deck/Porch,Combustible,Non Combustible,706952.0,1997.0,34.0753769,-118.552339
5114,5114,Destroyed (>50%),9289.0,Skyway ,Road,Magalia,BTU,11/8/2018 12:00:00 AM,Mobile Home Double Wide,Single Residence,Metal,Unenclosed,"Mesh Screen <= 1/8""""",Combustible,Single Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,1875459.0,1963.0,39.8016980452254,-121.581117708614
5876,5876,Destroyed (>50%),61953.0,Huntington Lake,Road,Unknown,FKU,9/4/2020 12:00:00 AM,Utility Misc Structure,Other Minor Structure,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Wood,Single Pane,No Deck/Porch,Wood,No Patio Cover/Carport,No Fence,0.0,1966.0,37.237251195703,-119.187981574936
8099,8099,No Damage,172.0,Bull Creek,Lane,Cohasset,BTU,7/24/2024 12:00:00 AM,Single Family Residence Single Story,Single Residence,Metal,Unenclosed,No Vents,Wood,Single Pane,Wood,Wood,No Patio Cover/Carport,No Fence,263067.0,2008.0,39.9398662,-121.7165734
7263,7263,No Damage,2563.0,Morslay,Road,Altadena,LAC,1/7/2025 8:02:01 AM,Single Family Residence Multi Story,Single Residence,Asphalt,No Eaves,No Vents,Wood,Single Pane,No Deck/Porch,Wood,No Patio Cover/Carport,No Fence,96591.0,1921.0,34.1900697,-118.1142061
5385,5385,No Damage,1473.0,Carroll,Drive,Altadena,LAC,1/7/2025 8:02:01 AM,Utility Misc Structure,Other Minor Structure,Tile,Unenclosed,"Mesh Screen <= 1/8""""",Stucco Brick Cement,Single Pane,Masonry/Concrete,No Deck/Porch,Combustible,Non Combustible,249905.0,1951.0,34.187012,-118.1203596
8462,8462,No Damage,40.0,Braemoor,Drive,Unknown,CZU,8/16/2020 12:00:00 AM,Single Family Residence Single Story,Single Residence,Asphalt,No Eaves,"Mesh Screen > 1/8""""",Wood,Multi Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,428249.0,1971.0,37.1139395216487,-122.149415886671
